TART-OF-LOG:  2.0
ARRL-SECTION:
CALLSIGN: EA4DXP
CATEGORY: SINGLE-OP ALL HIGH SSB
CLAIMED-SCORE: 152285
CLUB:
CONTEST: CQ-WW-SSB
CREATED-BY:
NAME: Luis Alarcon Palencia
OPERATORS:
SOAPBOX: RIG: Kenwood TS-520 SP
SOAPBOX: PWR: 200 W
SOAPBOX: ANT1: 10/15/20 m - ECO AVT vertical
SOAPBOX: ANT2: 40/80 m - homemade wire dipole
SOAPBOX: I like much this contest. See you next year!
QSO:  7200 PH 2005-10-30 1847 EA4DXP        59  14     OE9XRV        59  15
QSO:  7200 PH 2005-10-30 1848 EA4DXP        59  14     HB9EP         59  14
QSO:  7200 PH 2005-10-30 1851 EA4DXP        59  14     HB0/HB9AON    59  14
QSO:  7200 PH 2005-10-30 1912 EA4DXP        59  14     SO6X          59  15
QSO:  3800 PH 2005-10-30 1922 EA4DXP        59  14     EA8/OH4NL     59  33
QSO:  7200 PH 2005-10-30 1944 EA4DXP        59  14     SV1DZB        59  20
QSO:  7200 PH 2005-10-30 1950 EA4DXP        59  14     DF2CG         59  14
QSO:  7200 PH 2005-10-30 1951 EA4DXP        59  14     OT5L          59  14
QSO:  7200 PH 2005-10-30 1959 EA4DXP        59  14     IQ5LV         59  15
QSO:  7200 PH 2005-10-30 2003 EA4DXP        59  14     CT9L          59  33
QSO:  7200 PH 2005-10-30 2004 EA4DXP        59  14     YR7M          59  20
QSO:  7200 PH 2005-10-30 2012 EA4DXP        59  14     G0TSM         59  14
QSO:  7200 PH 2005-10-30 2031 EA4DXP        59  14     IU2R          59  15
QSO:  7200 PH 2005-10-30 2037 EA4DXP        59  14     OE4A          59  15
QSO:  7200 PH 2005-10-30 2203 EA4DXP        59  14     DR5N          59  14
QSO:  7200 PH 2005-10-30 2208 EA4DXP        59  14     J49Z          59  20
QSO:  7200 PH 2005-10-30 2210 EA4DXP        59  14     IV3YIM        59  15
QSO:  7200 PH 2005-10-30 2216 EA4DXP        59  14     OT5G          59  14
QSO:  7200 PH 2005-10-30 2219 EA4DXP        59  14     DQ4W          59  14
QSO:  7200 PH 2005-10-30 2221 EA4DXP        59  14     ZA/Z35M       59  15
QSO:  7200 PH 2005-10-30 2223 EA4DXP        59  14     UU7J          59  16
QSO:  7200 PH 2005-10-30 2232 EA4DXP        59  14     VO1MP         59  05
QSO:  7200 PH 2005-10-30 2241 EA4DXP        59  14     9A2VR         59  15
QSO:  7200 PH 2005-10-30 2247 EA4DXP        59  14     T94DO         59  15
QSO:  7200 PH 2005-10-30 2249 EA4DXP        59  14     3V5A          59  33
QSO:  7200 PH 2005-10-30 2250 EA4DXP        59  14     8P9R          59  08
QSO:  7200 PH 2005-10-30 2258 EA4DXP        59  14     DP6A          59  14
QSO:  7200 PH 2005-10-30 2300 EA4DXP        59  14     VE3EJ         59  04
QSO:  7200 PH 2005-10-30 2304 EA4DXP        59  14     ON7GB         59  14
QSO:  3800 PH 2005-10-30 2312 EA4DXP        59  14     GM7V          59  14
QSO:  3800 PH 2005-10-30 2318 EA4DXP        59  14     GM0B          59  14
QSO:  3800 PH 2005-10-30 2319 EA4DXP        59  14     HB9FBS        59  14
END-OF-LOG:
